id,province,topic,context,options,answer,is_province_specific,also_exist_in_other_province,final_is_province_specific
457,Sumatera Utara,Kematian,"Berbeda dengan jenazah orang tua, jenazah anak-anak yang meninggal tidak dilakukan pengawetan.","['A. Jenazah anak-anak dikuburkan seminggu setelah meninggal.', 'B. Jenazah anak-anak dikuburkan 3 hari setelah meninggal.', 'C. Jenazah anak-anak langsung segera dikuburkan.']",C,YA,YA,TIDAK
458,Sumatera Utara,Kematian,"Setelah proses pemakaman kakek Sihombing selesai, seluruh anak beserta cucunya berkumpul bersama.","['A. Mereka membakar dupa dan melakukan doa bersama.', 'B. Mereka membaca doa bersama dan membagikan makanan kepada orang-orang yang hadir.', 'C. Mereka memberikan sebagian harta mendiang kepada pihak hula-hula.']",C,YA,TIDAK,YA
459,Sumatera Utara,Kematian,"Beberapa hari setelah penguburan mendiang kakek Sihombing, anak-anak kakek Sihombing pulang ke tempat tinggal masing-masing.","['A. Anak-anaknya berziarah untuk menabur bunga di makam kakek Sihombing sebelum pulang.', 'B. Anak-anaknya mengadakan doa 3 malam di rumah kakek Sihombing sebelum pulang.', 'C. Anak-anaknya mengadakan doa 7 malam di rumah kakek Sihombing sebelum pulang.']",A,YA,TIDAK,YA
460,Sumatera Utara,Kematian,"Di tempat yang terjaga tradisinya, masyarakat masih menggunakan ulos untuk melayat.","['A. Ulos yang dipakai cenderung berwarna warni.', 'B. Ulos yang dipakai cenderung berwarna hitam.', 'C. Ulos yang dipakai cenderung berwarna merah.']",B,YA,TIDAK,YA
461,Sumatera Utara,Kematian,Lintong merupakan anak bungsu mendiang kakek Sihombing.,"['A. Dalam perkara warisan, Lintong berhak atas rumah peninggalan mendiang kakek Sihombing.', 'B. Dalam perkara warisan, abang tertua Lintong yang berhak atas rumah peninggalan mendiang kakek Sihombing.', 'C. Dalam perkara warisan, Lintong tidak berhak atas rumah peninggalan mendiang kakek Sihombing.']",A,YA,TIDAK,YA
462,Sumatera Utara,Hari Besar Agama,Anak-anak di Desa Pangururan sangat gembira ketika bulan Desember semakin mendekat.,"['A. Mereka mulai berlatih untuk pesta tahun baru.', 'B. Mereka mulai berlatih untuk pentas seni sekolah.', 'C. Mereka mulai berlatih untuk liturgi Natal.']",C,YA,YA,TIDAK
463,Sumatera Utara,Hari Besar Agama,Ibu-ibu di Desa Pangururan mulai berbelanja untuk hari Natal.,"['A. Mereka membeli benih jagung.', 'B. Mereka membeli pakan ternak.', 'C. Mereka membeli bahan kue.']",C,YA,YA,TIDAK
464,Sumatera Utara,Hari Besar Agama,"Satu minggu sebelum Natal, para perantau mulai kembali ke bona pasogit.","['A. Mereka ingin ikut merayakan natal di kampung masing-masing.', 'B. Mereka ingin ziarah ke kampung masing-masing.', 'C. Mereka ingin liburan di kampung masing-masing.']",A,YA,TIDAK,YA
465,Sumatera Utara,Hari Besar Agama,Patar dan istrinya mulai memasang pohon natal di sudut rumahnya.,"['A. Mereka bersama-sama menghias pohon natal dengan boneka lucu.', 'B. Mereka bersama-sama menghias pohon natal dengan biskuit dan permen.', 'C. Mereka bersama-sama menghias pohon natal dengan lampu kerlap kerlip.']",C,YA,YA,TIDAK
466,Sumatera Utara,Hari Besar Agama,"Tiga hari menjelang paskah, Jahultop dan istrinya membeli bunga.","['A. Bunga dijadikan hiasan di dalam rumah.', 'B. Bunga ditanam kembali di pekarangan.', 'C. Bunga digunakan untuk ziarah di makam orangtuanya.']",C,YA,YA,TIDAK
467,Sumatera Utara,Hari Besar Agama,"Menjelang natal, Desa Tigabolon melakukan marbinda untuk menyembelih kerbau.","['A. Setiap kepala keluarga memperoleh porsi daging kerbau sesuai kedudukannnya dalam struktur organisasi desa.', 'B. Setiap kepala keluarga memperoleh porsi daging kerbau sama rata.', 'C. Setiap kepala keluarga memperoleh porsi daging kerbau sesuai kedudukannya dalam adat.']",B,YA,TIDAK,YA
468,Sumatera Utara,Hari Besar Agama,Hari ini adalah tanggal 24 Desember.,"['A. Sebagai jemaat HKBP, Patar pergi ke gereja untuk merayakan malam natal.', 'B. Sebagai jemaat HKBP, Patar mengunjungi rumah pendeta untuk merayakan malam natal.', 'C. Sebagai jemaat HKBP, Patar berkeliling ke tetangga untuk merayakan malam natal.']",A,YA,YA,TIDAK
469,Sumatera Utara,Hari Besar Agama,Yusfil ikut merayakan Idul Fitri bersama keluarganya.,"['A. Yusfil dan keluarga mengikuti upacara melasti.', 'B. Yusfil dan keluarga menonton barongsai.', 'C. Yusfil dan keluarga mangalomang bersama.']",C,YA,TIDAK,YA
470,Sumatera Utara,Hari Besar Agama,Puspa Barus memanfaatkan momentum Idul Fitri tahun ini untuk mamogang.,"['A. Puspa menyembelih dombanya untuk dijual dengan harga pasaran kepada warga.', 'B. Puspa menyembelih kerbaunya untuk dijual dengan harga pasaran kepada warga.', 'C. Puspa menyembelih ayamnya untuk dijual dengan harga pasaran kepada warga.']",B,YA,TIDAK,YA
471,Sumatera Utara,Hari Besar Agama,Saat imlek Toni dan keluarga melakukan tradisi Fang Teh.,"['A. Toni berlutut memberi penghormatan kemudian memberikan susu kepada Chen Fuk.', 'B. Toni berlutut memberi penghormatan kemudian memberikan teh kepada Chen Fuk.', 'C. Toni berlutut memberi penghormatan kemudian memberikan kopi kepada Chen Fuk.']",B,YA,YA,TIDAK
472,Sumatera Utara,Hari Besar Agama,"Seminggu setelah tahun baru, para perantau mulai kembali ke perantauan masing-masing.","['A. Para perantau biasanya memberikan parcel kepada keluarga yang ditinggal.', 'B. Para perantau biasanya memberikan kue kepada keluarga yang ditinggal.', 'C. Para perantau biasanya memberikan uang kepada keluarga yang ditinggal.']",C,YA,YA,TIDAK
473,Sumatera Utara,Pertanian,Tanah Karo terkenal dengan keindahan alamnya dan sebagian besar dataran tinggi.,"['A. Komoditas unggulan Tanah Karo adalah kelapa.', 'B. Komoditas unggulan Tanah Karo adalah jagung.', 'C. Komoditas unggulan Tanah Karo adalah hortikultura.']",C,YA,TIDAK,YA
474,Sumatera Utara,Pertanian,Patris menanam berbagai macam buah-buahan di ladangnya.,"['A. Patris menanam zaitun dan delima.', 'B. Patris menanam naga dan kurma.', 'C. Patris menanam jeruk, markisa, dan stroberi.']",C,YA,YA,TIDAK
475,Sumatera Utara,Pertanian,Para parsuan sedang menanam padi di sawah.,"['A. Para parsuan bergerak di sekitar pematang untuk menanam benih padi.', 'B. Para parsuan bergerak maju menghadap areal lahan yang kosong.', 'C. Para parsuan bergerak mundur membelakangi areal lahan yang kosong.']",C,YA,TIDAK,YA
476,Sumatera Utara,Pertanian,Desa Pangujungan masih memiliki tradisi kental saat menanam padi.,"['A. Mereka menggunakan penanggalan China untuk menentukan waktu yang baik untuk menanam.', 'B. Mereka menggunakan penanggalan Batak untuk menentukan waktu yang baik untuk menanam.', 'C. Mereka menggunakan penanggalan Jawa untuk menentukan waktu yang baik untuk menanam.']",B,YA,TIDAK,YA
477,Sumatera Utara,Pertanian,Hari ini Samuel panen padi di sawahnya dibantu rekan-rekan petani.,"['A. Istri Samuel menyiapkan makanan di rumah untuk di bawa ke sawah.', 'B. Rekan-rekan samuel pulang ke rumah masing-masing untuk makan ketika jam makan tiba.', 'C. Rekan-rekan samuel menyiapkan makanan masing-masing untuk dibawa ke sawah.']",A,YA,YA,TIDAK
478,Sumatera Utara,Pertanian,"Pada malam setelah panen, Samuel mengajak teman-teman petani datang ke rumahnya untuk makan bersama-sama.","['A. Mereka menikmati opor ayam yang dibuat oleh istri Samuel.', 'B. Mereka menikmati makanan yang dipesan dari restoran terdekat.', 'C. Mereka menikmati es krim yang dibuat oleh istri Samuel.']",A,YA,TIDAK,YA
479,Sumatera Utara,IkanTernak,Sahat memelihara kerbau kakeknya.,"['A. Biasanya sahat selalu membawa kerbau-kerbau kakeknya ke kebun orang untuk diberi makan.', 'B. Biasanya sahat selalu membawa kerbau-kerbau kakeknya ke padang untuk makan rumput.', 'C. Biasanya sahat selalu membawa kerbau-kerbau kakeknya ke fasilitas peternakan untuk diberi makan.']",B,YA,TIDAK,YA
480,Sumatera Utara,IkanTernak,"Bagi masyarakat Nias barat, daun ubi jalar bukanlah untuk konsumsi manusia.","['A. Daun ubi jalar biasanya diberikan untuk konsumsi ternak domba.', 'B. Daun ubi jalar biasanya diberikan untuk konsumsi ternak babi.', 'C. Daun ubi jalar biasanya diberikan untuk konsumsi ternak kerbau.']",B,YA,TIDAK,YA
481,Sumatera Utara,IkanTernak,Jonggur ingin mengawinkan babi jantan muda milik Belsida dengan Babi betinanya.,"['A. Jonggur mencuri babi pejantan milik Belsida selama sebulan.', 'B. Jonggur menyerahkan babi betina miliknya untuk dipelihara Belsida selama sebulan.', 'C. Jonggur meminjam babi pejantan milik Belsida selama sebulan.']",C,YA,TIDAK,YA
482,Sumatera Utara,IkanTernak,Ternak babi lokal di daerah Tobasa biasanya tidak memiliki kandang khusus.,"['A. Ternak babi dimasukkan di bawah kolong rumah saat malam tiba.', 'B. Ternak babi diikat di ladang jauh dari rumah saat malam tiba.', 'C. Ternak babi dilepas di pekarangan rumah saat malam tiba.']",A,YA,TIDAK,YA
483,Sumatera Utara,IkanTernak,Seorang turis ingin membeli oleh-oleh khas Sumatera Utara.,"['A. Dia mencari toko yang menjual kain khas Batak.', 'B. Dia mencari toko yang menjual perlengkapan panjat tebing.', 'C. Dia mencari toko yang menjual manisan khas Batak.']",A,YA,TIDAK,YA
484,Sumatera Utara,IkanTernak,"Di daerah pelosok, biasanya terdapat pasar-pasar tradisional.","['A. Pasar-pasar tradisional ini buka setiap hari.', 'B. Pasar-pasar tradisional ini buka sekali seminggu.', 'C. Pasar-pasar tradisional ini buka tiga kali seminggu.']",B,YA,TIDAK,YA
485,Sumatera Utara,Seni,Bona sedang memainkan suling.,"['A. Bona memainkan suling dengan memukul.', 'B. Bona memainkan suling dengan memetik.', 'C. Bona memainkan suling dengan meniup.']",C,YA,YA,TIDAK
486,Sumatera Utara,Seni,Sarune dimainkan dengan cara ditiup.,"['A. Lubang tiup sarune terdapat di samping atas sarune.', 'B. Lubang tiup sarune terdapat di ujung atas sarune.', 'C. Lubang tiup sarune terdapat di ujung bawah sarune.']",B,YA,TIDAK,YA
487,Sumatera Utara,Seni,Butet merupakan lagu perjuangan Batak.,"['A. Lagu ini bercerita tentang nyanyian ayah yang sedang berperang kepada anak perempuannya.', 'B. Lagu ini bercerita tentang nyanyian ayah yang sedang berperang kepada anak-anaknya baik laki-laki dan perempuan.', 'C. Lagu ini bercerita tentang nyanyian ayah yang sedang berperang kepada anak laki-lakinya.']",A,YA,TIDAK,YA
488,Sumatera Utara,Seni,Lagu nasonang do hita nadua diciptakan oleh Siddik Sitompul.,"['A. Lagu tersebut memberikan pesan kebahagiaan orang tua dan anak.', 'B. Lagu tersebut memberikan pesan romantis.', 'C. Lagu tersebut memberikan pesan kesedihan.']",B,YA,TIDAK,YA
489,Sumatera Utara,Seni,Tari sigale-gale merupakan salah satu warisan turun-temurun.,"['A. Tarian tersebut biasanya diiringi dengan gitar.', 'B. Tarian tersebut biasanya diiringi dengan gondang.', 'C. Tarian tersebut biasanya diiringi dengan keyboard.']",B,YA,TIDAK,YA
490,Sumatera Utara,Seni,Tari manduda merupakan salah satu tarian rakyat Simalungun.,"['A. Gerakannya menirukan gerakan seseorang ketika panen padi di sawah.', 'B. Gerakannya menirukan gerakan seseorang ketika menanam jagung di ladang.', 'C. Gerakannya menirukan gerakan seseorang ketika memberi makan ternak.']",A,YA,TIDAK,YA
491,Sumatera Utara,Seni,"Di acara pernikahan tradisional Batak, seni memiliki peran penting dalam menambah keindahan.","['A. Salah satu bentuk seni yang sering digunakan adalah menampilkan tari merak menyambut pengantin, yang ditarikan oleh para penari dalam kostum adat.', 'B. Salah satu bentuk seni yang sering digunakan adalah menampilkan tari pendet menyambut pengantin, yang ditarikan oleh para penari dalam kostum adat.', 'C. Salah satu bentuk seni yang sering digunakan adalah menampilkan tor-tor menyambut pengantin, yang ditarikan oleh para penari dalam kostum adat.']",C,YA,TIDAK,YA
492,Sumatera Utara,Seni,Di acara Festival Danau Toba para seniman lokal menunjukkan keahliannya.,"['A. Joni dan kawan-kawan menari tor-tor dengan semangat di atas panggung.', 'B. Joni dan kawan-kawan melakukan pencak silat dengan semangat di atas panggung.', 'C. Joni dan kawan-kawan melakukan aksi sulap dengan semangat di atas panggung.']",A,YA,TIDAK,YA
494,Sumatera Utara,Seni,"Di acara Natal, para pemuda sering menampilkan seni yang menggambarkan sejarah Kitab Suci.","['A. Salah satu pertunjukan yang sering dipersembahkan adalah drama kelahiran yang menceritakan kisah Natal.', 'B. Salah satu pertunjukan yang sering dipersembahkan adalah monolog yang menceritakan kisah Natal.', 'C. Salah satu pertunjukan yang sering dipersembahkan adalah pertunjukan boneka tangan yang menceritakan kisah Natal.']",A,YA,YA,TIDAK
495,Sumatera Utara,Seni,"Di Festival Film Batak, sutradara lokal sering mempresentasikan film-film pendek.","['A. Cerita yang diangkat adalah cerita sejarah dan kehidupan sehari-hari Batak.', 'B. Cerita yang diangkat adalah cerita fiksi ilmiah di tanah Batak.', 'C. Cerita yang diangkat adalah cerita mistis di tanah Batak.']",A,YA,TIDAK,YA
496,Sumatera Utara,Seni,Asam kandis asam gelugur ketiga asam si riang-riang.,"['A. Dalam setiap sajian di dapur Rasa asamnya selalu diinginkan.', 'B. Masakan tradisional yang enak dan segar Memberikan nikmat tiada tanding.', 'C. Menangis mayat di pintu kubur teringat badan tidak sembahyang.']",C,YA,YA,TIDAK
497,Sumatera Utara,Seni,Lancang kuning lancang pusaka nampak dari Tanjung Puan.,"['A. Keelokan alam yang mempesona menggoda hati dalam sejuta rancah.', 'B. Kalau kering laut Melaka barulah saya lupakan tuan.', 'C. Di sinilah keajaiban alam membentuk karya menyentuh jiwa dalam diam yang tenang.']",B,YA,YA,TIDAK
498,Sumatera Utara,Permainan,Marjalengkat adalah permainan yang menggunakan dua tongkat dengan bilah sebagai alas kaki.,"['A. Tongkat yang digunakan untuk marjalengkat terbuat dari kayu waru.', 'B. Tongkat yang digunakan untuk marjalengkat terbuat dari kayu ulin.', 'C. Tongkat yang digunakan untuk marjalengkat terbuat dari bambu.']",C,YA,TIDAK,YA
499,Sumatera Utara,Permainan,Pecah piring merupakan permainan tradisional untuk memecah tumpukan yang disusun dengan bola kasti.,"['A. Tumpukan untuk permainan pecah piring biasanya terbuat dari piring.', 'B. Tumpukan untuk permainan pecah piring biasanya terbuat dari tempurung kelapa.', 'C. Tumpukan untuk permainan pecah piring biasanya terbuat dari gelas plastik.']",B,YA,TIDAK,YA
500,Sumatera Utara,Permainan,Dippos dan kawan-kawan sedang margala.,"['A. Mereka margala di aliran sungai Bah Biak.', 'B. Mereka margala di halaman rumah kakeknya.', 'C. Mereka margala di dalam rumah.']",B,YA,TIDAK,YA
501,Sumatera Utara,Permainan,Riswan dan Agus marjalengkat setelah pulang sekolah.,"['A. Mereka marjalengkat di kantin sekolah.', 'B. Mereka marjalengkat di dalam kelas.', 'C. Mereka marjalengkat di lapangan sekolah.']",C,YA,TIDAK,YA
504,Sumatera Utara,Sehari-hari,Patar dan Joni sedang berada di Lapo Pak Lastua.,"['A. Mereka sedang makan roti tawar dan minum teh hangat.', 'B. Mereka sedang bermain catur sambil minum tuak.', 'C. Mereka sedang bermain catur dan minum es kelapa muda.']",B,YA,TIDAK,YA
505,Sumatera Utara,Sehari-hari,Saat ini Joni masih sering menggunakan solu untuk menangkap ikan.,"['A. Solu digerakkan dengan menggunakan dayung.', 'B. Solu digerakkan dengan menggunakan tongkat.', 'C. Solu digerakkan dengan menggunakan mesin.']",A,YA,TIDAK,YA
509,Sumatera Utara,ReligiBudayaSosial,Mona adalah seoran penganut parmalim yang taat.,"['A. Mona selalu pergi ke pura setiap hari.', 'B. Mona selalu pergi ke bale parsantian setiap hari sabtu.', 'C. Mona selalu pergi ke gereja setiap hari minggu.']",B,YA,TIDAK,YA
510,Sumatera Utara,ReligiBudayaSosial,Rudi seorang jemaat HKBP yang taat.,"['A. Mona selalu pergi ke bale parsantian setiap hari minggu.', 'B. Rudi selalu pergi ke pura setiap hari minggu.', 'C. Rudi selalu pergi ke gereja setiap hari minggu.']",C,YA,YA,TIDAK
511,Sumatera Utara,ReligiBudayaSosial,Legenda Pusuk Buhit adalah salah satu cerita rakyat.,"['A. Pusuk Buhit selalu dianggap sebagai tempat suci dan tempat meditasi oleh beberapa masyarakat.', 'B. Pusuk Buhit selalu dianggap sebagai tempat bermain oleh beberapa masyarakat.', 'C. Pusuk Buhit selalu dianggap sebagai tempat berbelanja oleh beberapa masyarakat.']",A,YA,TIDAK,YA
512,Sumatera Utara,ReligiBudayaSosial,10 orang terlibat dalam pengrusakan datu Jamapor Sagala.,"['A. Mereka menduga datu Jamapor memelihara Suanggi.', 'B. Mereka menduga datu Jamapor memelihara Begu Ganjang.', 'C. Mereka menduga datu Jamapor memelihara Kuyang.']",B,YA,TIDAK,YA
513,Sumatera Utara,ReligiBudayaSosial,Martuppol merupakan salah satu adat yang wajib dilakukan di sebagian masyarakat batak.,"['A. Dalam acara martumpol ini dilakukan lamaran pernikahan antara sepasang calon pengantin.', 'B. Dalam acara martumpol ini dilakukan perjanjian untuk melakukan pernikahan antara sepasang calon pengantin.', 'C. Dalam acara martumpol ini dilakukan pemberkatan pernikahan antara sepasang calon pengantin.']",B,YA,TIDAK,YA
514,Sumatera Utara,ReligiBudayaSosial,Reno sangat aktif dalam komunitas tor-tor.,"['A. Di komunitas tersebut mereka belajar untuk selalu mempromosikan kesehatan dan kebugaran.', 'B. Di komunitas tersebut mereka belajar untuk selalu mempromosikan cinta terhadap lingkungan.', 'C. Di komunitas tersebut mereka belajar untuk selalu mempromosikan tarian tradisional.']",C,YA,TIDAK,YA
516,Sumatera Utara,ReligiBudayaSosial,Siagian sangat suka memasak tradisional daerahnya.,"['A. Beberapa masakannya di antaranya sop konro dan nasu palekko.', 'B. Beberapa masakannya di antaranya bakso, rendang, dan rawon.', 'C. Beberapa masakannya di antaranya saksang, arsik, dan naniura.']",C,YA,TIDAK,YA
517,Sumatera Utara,ReligiBudayaSosial,Reno mencuci muka pakai bahan tradisional Batak.,"['A. Reno menggunakan yogurt.', 'B. Reno menggunakan perasan unte pangir.', 'C. Reno menggunakan perasan ginseng.']",B,YA,TIDAK,YA
518,Sumatera Utara,ReligiBudayaSosial,Masyarakat di desa ini masih mengandalkan pengobatan tradisional.,"['A. Mereka cenderung mengikuti aktivitas senam di pusat kebugaran.', 'B. Mereka cenderung mencari datu untuk mengobati penyakit mereka.', 'C. Mereka cenderung mencari dokter di rumah sakit.']",B,YA,TIDAK,YA
520,Sumatera Utara,ReligiBudayaSosial,"Setelah melahirkan, Mama Nuri diberi herbal oleh orangtuanya.","['A. Mama nuri mengonsumsi tuak.', 'B. Mama nuri mengonsumsi kopi.', 'C. Mama nuri mengonsumsi bangun-bangun.']",C,YA,TIDAK,YA
521,Sumatera Utara,ReligiBudayaSosial,Cerdik seperti ular.,"['A. Tulus seperti merpati.', 'B. Lembut seperti merpati.', 'C. Taat seperti merpati.']",A,YA,YA,TIDAK
522,Sumatera Barat,Makanan,Uni Eti ingin sarapan pagi dan pergi ke kedai.,"['A. Uni Eti memesan ketan dan goreng pisang.', 'B. Uni Eti memesan nasi goreng kambing spesial.', 'C. Uni Eti memesan hamburger dan jus jeruk.']",A,YA,TIDAK,YA
523,Sumatera Barat,Makanan,"Di hari Minggu, Rudi sarapan dengan lontong pical.","['A. Rudi makan lontong pical dengan kerupuk hijau.', 'B. Rudi makan lontong pical dengan kerupuk ungu.', 'C. Rudi makan lontong pical dengan kerupuk merah.']",C,YA,TIDAK,YA
524,Sumatera Barat,Makanan,Papa membeli nasi kapau untuk makan siang.,"['A. Isi nasi kapau yang dibeli papa, nangka masak dicampur dengan kuah susu dan rendang.', 'B. Isi nasi kapau yang dibeli papa, mie goreng dan telur dadar ala minangkabau.', 'C. Isi nasi kapau yang dibeli papa, gulai usus dan nangka.']",C,YA,TIDAK,YA
525,Sumatera Barat,Makanan,Dendeng lambok adalah makanan favorit Hadi.,"['A. Dendeng lambok terbuat dari daging kambing dan sambal hijau atau merah.', 'B. Dendeng lambok terbuat dari daging ayam dan sambal hijau atau merah.', 'C. Dendeng lambok terbuat dari daging sapi dan sambal hijau atau merah.']",C,YA,TIDAK,YA
526,Sumatera Barat,Makanan,Itiak lado ijau adalah makanan favorit Nurul.,"['A. Nurul makan itiak lado ijau dengan bubur panas.', 'B. Nurul makan itiak lado ijau dengan nasi panas.', 'C. Nurul makan itiak lado ijau dicampur dengan soto padang.']",B,YA,TIDAK,YA
527,Sumatera Barat,Makanan,Rafli sekeluarga baru datang di Rumah Makan Lamun Ombak untuk makan malam.,"['A. Rafli dihidangkan lebih dari 10 hidangan di atas piring kecil.', 'B. Rafli dihidangkan dua hidangan di atas piring kecil.', 'C. Rafli makan menggunakan sumpit.']",A,YA,TIDAK,YA
528,Sumatera Barat,Makanan,Untuk makan malam Rori dan Ani datang ke restoran dengan konsep lesehan.,"['A. Rori dan Ani membuka sepatu dan duduk di lantai menunggu hidangan.', 'B. Rori dan Ani makan ala prasmanan dan makan berdiri.', 'C. Rori dan Ani membuka sepatu dan duduk di kursi menunggu hidangan.']",A,TIDAK,YA,TIDAK
529,Sumatera Barat,Makanan,"Di sekolah, Leli suka jajan kerupuk kuah.","['A. Kerupuk kuah merupakan kerupuk nasi yang dibaluri kuah sate dan terkadang ditambahkan bihun di atasnya.', 'B. Kerupuk kuah merupakan kerupuk nasi yang dibaluri kuah sate dan terkadang ditambahkan bawang putih di atasnya.', 'C. Kerupuk kuah merupakan kerupuk nasi yang dibaluri kuah sate dan terkadang ditambahkan pergedel di atasnya.']",A,YA,TIDAK,YA
530,Sumatera Barat,Makanan,Yesi suka sekali sala lauak.,"['A. Sala lauak berwarna oranye dan terbuat dari adonan daging.', 'B. Sala lauak berwarna hijau dan terbuat dari adonan ikan.', 'C. Sala lauak berwarna oranye dan terbuat dari adonan ikan.']",C,YA,TIDAK,YA
531,Sumatera Barat,Makanan,Sri berwisata ke bukittinggi dan akan bersiap pulang ke Jakarta.,"['A. Sri membeli sanjai balado sebagai oleh oleh.', 'B. Sri membeli bika ambon sebagai oleh oleh.', 'C. Sri membeli dodol sebagai oleh oleh.']",A,YA,TIDAK,YA
532,Sumatera Barat,Makanan,Ikhwan sangat suka dakak-dakak.,"['A. Dakak-dakak merupakan makanan yang terbuat dari singkong.', 'B. Dakak-dakak merupakan makanan yang terbuat dari kelapa.', 'C. Dakak-dakak merupakan merupakan mainan yang terbuat dari kayu.']",A,YA,TIDAK,YA
533,Sumatera Barat,Makanan,Semua orang di Bukittinggi tahu karak kaliang.,"['A. Itu merupakan oleh-oleh khas Sumatera Barat yang berbentuk angka 8 dan terbuat dari singkong.', 'B. Itu merupakan oleh-oleh khas Sumatera Barat yang berbentuk angka 3 dan terbuat dari singkong.', 'C. Itu merupakan oleh-oleh khas Sumatera Barat yang berbentuk angka 2 dan terbuat dari singkong.']",A,YA,TIDAK,YA
534,Sumatera Barat,Makanan,Pak Nanda ingin membuat teh talua.,"['A. Ia pergi ke dapur memecahkan telur ayam kampung dan mengambil putihnya.', 'B. Ia pergi ke dapur memecahkan telur ayam kampung dan mengambil kuningnya.', 'C. Ia pergi ke dapur memecahkan telur ayam kampung dan mengambil cangkangnya.']",B,YA,TIDAK,YA
535,Sumatera Barat,Makanan,Siang siang enaknya minum aia aka.,"['A. Aia aka berwarna hijau dan menggunakan santan.', 'B. Aia aka berwarna hijau dan menggunakan susu kental manis.', 'C. Aia aka berwarna merah dan menggunakan santan.']",A,YA,TIDAK,YA
536,Sumatera Barat,Makanan,Pak Ron makan martabak mesir.,"['A. Pak Ron makan dengan sumpit.', 'B. Pak Ron makan dengan sendok.', 'C. Pak Ron makan dengan tangan kiri.']",B,YA,TIDAK,YA
537,Sumatera Barat,Makanan,Dani sekeluarga pergi makan siang ke restoran Gon Raya Lamo.,"['A. Pelayan menyajikan kobokan berisi air untuk minum.', 'B. Pelayan menyajikan kobokan berisi sup untuk makanan pembuka.', 'C. Pelayan menyajikan kobokan berisi air untuk cuci tangan.']",C,YA,TIDAK,YA
538,Sumatera Barat,Makanan,Untuk pesta pernikahan nenek memasak rendang.,"['A. Nenek mencari kayu untuk dibakar sebagai api untuk memasak.', 'B. Nenek mencari kayu untuk dipotong untuk membungkus rendang.', 'C. Nenek mencari kayu untuk diambil seratnya sebagai bahan masakan.']",A,YA,TIDAK,YA
539,Sumatera Barat,Makanan,Bundo ingin memasak rendang daging untuk lebaran.,"['A. Bundo pergi membeli kelapa muda untuk diperah airnya.', 'B. Bundo pergi membeli kelapa untuk diambil batoknya.', 'C. Bundo pergi membeli kelapa tua untuk diperah airnya.']",C,YA,TIDAK,YA
540,Sumatera Barat,Makanan,"Di sepanjang jalan, Dina melihat orang berjualan kerupuk khas Bukittinggi.","['A. Dina melihat abon sapi dan tempe kering.', 'B. Dina melihat keripik pisang dan keripik jengkol.', 'C. Dina melihat karak kaliang dan sanjai balado.']",C,YA,TIDAK,YA
541,Sumatera Barat,Makanan,Annisa suka makan lontong pical dengan kerupuk sarang balam.,"['A. Kerupuk ini berwarna coklat.', 'B. Kerupuk ini berwarna merah.', 'C. Kerupuk ini berwarna kuning.']",C,YA,TIDAK,YA
542,Sumatera Barat,Makanan,Andi punya banyak durian di rumah. Andi mengupas.,"['A. Andi mengupas durian dan memakannya dengan bubur bercampurkan kelapa parut.', 'B. Andi mengupas durian dan memakannya dengan nasi bercampurkan kelapa parut.', 'C. Andi mengupas durian dan memakannya dengan ketan bercampurkan kelapa parut.']",C,YA,TIDAK,YA
543,Sumatera Barat,Makanan,Sinta sangat suka jeruk.,"['A. Kalau bukan jeruk berastagi, sinta membeli jeruk pasaman.', 'B. Kalau bukan jeruk berastagi, sinta membeli anggur bukittinggi.', 'C. Kalau bukan jeruk berastagi, sinta membeli jeruk mentawai.']",A,YA,TIDAK,YA
544,Sumatera Barat,Pernikahan,Uda Erizon berencana menikah.,"['A. Uda Erizon mendiskusikan ini dengan paman dan orang tuanya.', 'B. Uda Erizon mendiskusikan ini dengan keponakan dan orang tuanya.', 'C. Uda Erizon mendiskusikan ini dengan tante dan orang tuanya.']",A,YA,TIDAK,YA
545,Sumatera Barat,Pernikahan,Eti akan menikah besok.,"['A. Malam ini Eti akan memerahkan kuku dengan daun inai.', 'B. Malam ini Eti akan memerahkan kaki dengan daun inai.', 'C. Malam ini Eti akan memasak untuk persiapan pesta pernikahan besoknya.']",A,YA,TIDAK,YA
546,Sumatera Barat,Pernikahan,Kedua keluarga Anton dan Stefi bertemu membahas pernikahan mereka.,"['A. Dalam membahas pernikahan, bundo kandung saling bermusyawarah.', 'B. Dalam membahas pernikahan, ninik mamak saling berbalas pantun.', 'C. Dalam membahas pernikahan, anak pisang dan calon mertua saling bermusyawarah.']",B,YA,TIDAK,YA
547,Sumatera Barat,Pernikahan,Pesta pernikahan Andi dan Dini akan diadakan di rumah.,"['A. Pesta akan di adakan di rumah orang tua Dini.', 'B. Pesta akan di adakan di rumah orang tua Andi.', 'C. Pesta akan di adakan di rumah tantenya Dini.']",A,YA,TIDAK,YA
548,Sumatera Barat,Pernikahan,Tetangga Bu Helen sedang mengadakan pesta pernikahan di rumahnya.,"['A. Bu Helen datang untuk membantu tetangganya dalam menghidangkan makanan.', 'B. Bu Helen datang untuk membantu mendirikan tenda pesta pernikahan tetangganya.', 'C. Bu Helen datang untuk mengkritik makanan pesta pernikahan tetangganya.']",A,YA,TIDAK,YA
